1.538461538461538547e-02,1.890598290598290432e-01,-1.087667887667887745e-01,2.632478632478632563e-02,-1.057387057387057516e-01,-1.825152625152625108e-01,-1.502808302808302798e-01,1.427594627594627741e-01,-1.699145299145299326e-01,-1.237118437118437109e-01
1.797802197802197965e-01,-1.366056166056165977e-01,1.201953601953602013e-01,1.966788766788766796e-01,-1.417826617826618008e-01,2.534798534798535230e-02,-1.671794871794871906e-01,6.754578754578755007e-02,-1.650305250305250382e-01,-1.494993894993895123e-01
1.828083028083028472e-01,7.282051282051282826e-02,-6.041514041514042810e-02,-8.131868131868133509e-02,8.210012210012207490e-02,-6.344322344322345097e-02,-1.548717948717948656e-01,1.591697191697192260e-01,-1.631746031746031944e-01,-1.705006105006104944e-01
-7.428571428571428825e-02,-1.551648351648351742e-01,5.015873015873018037e-02,-4.932844932844931973e-03,1.080830280830281098e-01,-1.636630036630036811e-01,-7.858363858363857923e-02,-1.598534798534798629e-01,1.838827838827838956e-01,-9.235653235653236426e-02
1.295726495726495786e-01,9.811965811965811524e-02,-1.445177045177045150e-01,-9.040293040293041760e-02,7.277167277167290171e-03,8.644688644688647283e-03,-1.548717948717948656e-01,-1.922832722832722996e-01,1.259584859584859662e-01,9.186813186813186372e-02
1.796825396825397214e-01,9.841269841269839613e-02,-1.473504273504273598e-01,-7.516483516483515870e-02,6.398046398046391969e-03,3.306471306471306382e-02,-1.548717948717948656e-01,5.689865689865686305e-02,-7.418803418803418537e-02,-1.266422466422466586e-01
-8.434676434676435797e-02,9.328449328449339717e-03,-1.479853479853479592e-02,-1.696214896214896239e-01,9.040293040293040372e-02,-7.028083028083029205e-02,-6.735042735042734430e-02,-1.645421245421245515e-01,-1.738217338217338259e-01,1.623931623931623713e-01
1.801709401709402081e-01,-1.383638583638583663e-01,7.692307692307692735e-02,1.980463980463980089e-01,1.577045177045177105e-01,8.307692307692310374e-02,1.020268620268620641e-01,-1.536996336996337142e-01,1.578998778998779162e-01,-1.877899877899877890e-01
1.966788766788766796e-01,-1.664957264957264982e-01,-1.476434676434676407e-01,-1.942368742368742462e-01,5.113553113553115370e-02,-5.025641025641025550e-02,-1.888644688644688652e-01,-9.987789987789988388e-02,-9.177045177045177471e-02,1.965811965811965489e-01
4.625152625152625929e-02,-1.680586080586080611e-01,-4.488400488400487442e-02,1.709401709401703329e-03,7.223443223443221095e-02,-5.025641025641025550e-02,-1.388522588522588530e-01,-1.590720390720390676e-01,1.318192918192918617e-01,1.825152625152625108e-01
1.021245421245421392e-01,4.029304029304028867e-02,-2.222222222222222654e-02,-9.621489621489620614e-03,8.307692307692310374e-02,-1.904273504273504281e-01,1.957020757020757062e-01,-6.236874236874237476e-02,-1.183394383394383437e-01,-1.995115995115995244e-01
